state_index,bombs_0,bombs_1,bombs_2,bombs_3,bombs_4,bombs_5,bombs_6,bombs_7,bombs_8,bombs_9,coins_0,coins_1,coins_2,coins_3,coins_4,coins_5,coins_6,coins_7,coins_8,coins_9,tiles_0,tiles_1,tiles_10,tiles_11,tiles_12,tiles_13,tiles_14,tiles_15,tiles_16,tiles_17,tiles_18,tiles_19,tiles_2,tiles_20,tiles_21,tiles_22,tiles_23,tiles_24,tiles_3,tiles_4,tiles_5,tiles_6,tiles_7,tiles_8,tiles_9
2030,4,3,1,1,1,2,3,1,2,2,1,5,7,7,8,4,4,8,8,4,4,4,1,4,3,3,1,4,3,4,2,3,1,4,4,1,1,2,1,2,4,2,2,4,4
2031,4,3,1,1,1,2,3,1,2,2,1,5,7,7,8,4,4,8,8,4,4,4,1,4,3,3,1,4,3,4,2,3,1,4,4,1,1,2,1,2,4,2,2,4,4
2032,4,3,1,1,1,2,3,1,2,2,1,5,7,7,8,4,4,8,8,4,4,4,1,4,3,3,1,4,3,4,2,3,1,4,4,1,1,2,1,2,4,2,2,4,4
2033,4,3,1,1,1,2,3,1,2,2,1,5,7,7,8,4,4,8,8,4,4,4,1,4,3,3,1,4,3,4,2,3,1,4,4,1,1,2,1,2,4,2,2,4,4
2034,4,3,1,1,1,2,3,1,2,2,1,5,7,7,8,4,4,8,8,4,4,4,1,4,3,3,1,4,3,4,2,3,1,4,4,1,1,2,1,2,4,2,2,4,4
2035,4,3,1,1,1,2,3,1,2,2,1,5,7,7,8,4,4,8,8,4,4,4,1,4,3,3,1,4,3,4,2,3,1,4,4,1,1,2,1,2,4,2,2,4,4
2036,4,3,1,1,1,2,3,1,2,2,1,5,7,7,8,4,4,8,8,4,4,4,1,4,3,3,1,4,3,4,2,3,1,4,4,1,1,2,1,2,4,2,2,4,4
2037,4,3,1,1,1,2,3,1,2,2,1,5,7,7,8,4,4,8,8,4,4,4,1,4,3,3,1,4,3,4,2,3,1,4,4,1,1,2,1,2,4,2,2,4,4
2038,4,3,1,1,1,2,3,1,2,2,1,5,7,7,8,4,4,8,8,4,4,4,1,4,3,3,1,4,3,4,2,3,1,4,4,1,1,2,1,2,4,2,2,4,4
2039,4,3,1,1,1,2,3,1,2,2,1,5,7,7,8,4,4,8,8,4,4,4,1,4,3,3,1,4,3,4,2,3,1,4,4,1,1,2,1,2,4,2,2,4,4
2040,4,3,1,1,1,2,3,1,2,2,1,5,7,7,8,4,4,8,8,4,4,4,1,4,3,3,1,4,3,4,2,3,1,4,4,1,1,2,1,2,4,2,2,4,4
2041,4,3,1,1,1,2,3,1,2,2,1,5,7,7,8,4,4,8,8,4,4,4,1,4,3,3,1,4,3,4,2,3,1,4,4,1,1,2,1,2,4,2,2,4,4
2042,4,3,1,1,1,2,3,1,2,2,1,5,7,7,8,4,4,8,8,4,4,4,1,4,3,3,1,4,3,4,2,3,1,4,4,1,1,2,1,2,4,2,2,4,4
2043,4,3,1,1,1,2,3,1,2,2,1,5,7,7,8,4,4,8,8,4,4,4,1,4,3,3,1,4,3,4,2,3,1,4,4,1,1,2,1,2,4,2,2,4,4
2044,4,3,1,1,1,2,3,1,2,2,1,5,7,7,8,4,4,8,8,4,4,4,1,4,3,3,1,4,3,4,2,3,1,4,4,1,1,2,1,2,4,2,2,4,4
2045,4,3,1,1,1,2,3,1,2,2,1,5,7,7,8,4,4,8,8,4,4,4,1,4,3,3,1,4,3,4,2,3,1,4,4,1,1,2,1,2,4,2,2,4,4
2046,4,3,1,1,1,2,3,1,2,2,1,5,7,7,8,4,4,8,8,4,4,4,1,4,3,3,1,4,3,4,2,3,1,4,4,1,1,2,1,2,4,2,2,4,4
2047,2,2,1,2,3,1,1,3,1,4,3,7,9,5,4,6,7,5,8,2,1,2,4,4,3,2,4,1,3,3,1,4,1,4,4,4,2,4,4,2,1,2,2,4,2
2048,2,2,1,2,3,1,1,3,1,4,3,7,9,5,4,6,7,5,8,2,1,2,4,4,3,2,4,1,3,3,1,4,1,4,4,4,2,4,4,2,1,2,2,4,2
2049,2,2,1,2,3,1,1,3,1,4,3,7,9,5,4,6,7,5,8,2,1,2,4,4,3,2,4,1,3,3,1,4,1,4,4,4,2,4,4,2,1,2,2,4,2
2050,2,2,1,2,3,1,1,3,1,4,3,7,9,5,4,6,7,5,8,2,1,2,4,4,3,2,4,1,3,3,1,4,1,4,4,4,2,4,4,2,1,2,2,4,2
2051,2,2,1,2,3,1,1,3,1,4,3,7,9,5,4,6,7,5,8,2,1,2,4,4,3,2,4,1,3,3,1,4,1,4,4,4,2,4,4,2,1,2,2,4,2
2052,2,2,1,2,3,1,1,3,1,4,3,7,9,5,4,6,7,5,8,2,1,2,4,4,3,2,4,1,3,3,1,4,1,4,4,4,2,4,4,2,1,2,2,4,2
2053,2,2,1,2,3,1,1,3,1,4,3,7,9,5,4,6,7,5,8,2,1,2,4,4,3,2,4,1,3,3,1,4,1,4,4,4,2,4,4,2,1,2,2,4,2
2054,2,2,1,2,3,1,1,3,1,4,3,7,9,5,4,6,7,5,8,2,1,2,4,4,3,2,4,1,3,3,1,4,1,4,4,4,2,4,4,2,1,2,2,4,2
2055,2,2,1,2,3,1,1,3,1,4,3,7,9,5,4,6,7,5,8,2,1,2,4,4,3,2,4,1,3,3,1,4,1,4,4,4,2,4,4,2,1,2,2,4,2
2056,2,2,1,2,3,1,1,3,1,4,3,7,9,5,4,6,7,5,8,2,1,2,4,4,3,2,4,1,3,3,1,4,1,4,4,4,2,4,4,2,1,2,2,4,2
2057,2,2,1,2,3,1,1,3,1,4,3,7,9,5,4,6,7,5,8,2,1,2,4,4,3,2,4,1,3,3,1,4,1,4,4,4,2,4,4,2,1,2,2,4,2
2058,2,2,1,2,3,1,1,3,1,4,3,7,9,5,4,6,7,5,8,2,1,2,4,4,3,2,4,1,3,3,1,4,1,4,4,4,2,4,4,2,1,2,2,4,2
2059,2,2,1,2,3,1,1,3,1,4,3,7,9,5,4,6,7,5,8,2,1,2,4,4,3,2,4,1,3,3,1,4,1,4,4,4,2,4,4,2,1,2,2,4,2
2060,2,2,1,2,3,1,1,3,1,4,3,7,9,5,4,6,7,5,8,2,1,2,4,4,3,2,4,1,3,3,1,4,1,4,4,4,2,4,4,2,1,2,2,4,2
2061,2,2,1,2,3,1,1,3,1,4,3,7,9,5,4,6,7,5,8,2,1,2,4,4,3,2,4,1,3,3,1,4,1,4,4,4,2,4,4,2,1,2,2,4,2
2062,2,2,1,2,3,1,1,3,1,4,3,7,9,5,4,6,7,5,8,2,1,2,4,4,3,2,4,1,3,3,1,4,1,4,4,4,2,4,4,2,1,2,2,4,2
2063,2,2,1,2,3,1,1,3,1,4,3,7,9,5,4,6,7,5,8,2,1,2,4,4,3,2,4,1,3,3,1,4,1,4,4,4,2,4,4,2,1,2,2,4,2
2064,1,3,1,3,2,2,3,2,3,0,7,4,7,5,4,8,4,5,2,8,3,4,4,2,2,4,1,1,4,1,4,4,4,1,2,2,2,1,3,2,2,4,2,4,4
2065,1,3,1,3,2,2,3,2,3,0,7,4,7,5,4,8,4,5,2,8,3,4,4,2,2,4,1,1,4,1,4,4,4,1,2,2,2,1,3,2,2,4,2,4,4
2066,1,3,1,3,2,2,3,2,3,0,7,4,7,5,4,8,4,5,2,8,3,4,4,2,2,4,1,1,4,1,4,4,4,1,2,2,2,1,3,2,2,4,2,4,4
2067,1,3,1,3,2,2,3,2,3,0,7,4,7,5,4,8,4,5,2,8,3,4,4,2,2,4,1,1,4,1,4,4,4,1,2,2,2,1,3,2,2,4,2,4,4
2068,1,3,1,3,2,2,3,2,3,0,7,4,7,5,4,8,4,5,2,8,3,4,4,2,2,4,1,1,4,1,4,4,4,1,2,2,2,1,3,2,2,4,2,4,4
2069,1,3,1,3,2,2,3,2,3,0,7,4,7,5,4,8,4,5,2,8,3,4,4,2,2,4,1,1,4,1,4,4,4,1,2,2,2,1,3,2,2,4,2,4,4
2070,1,3,1,3,2,2,3,2,3,0,7,4,7,5,4,8,4,5,2,8,3,4,4,2,2,4,1,1,4,1,4,4,4,1,2,2,2,1,3,2,2,4,2,4,4
2071,1,3,1,3,2,2,3,2,3,0,7,4,7,5,4,8,4,5,2,8,3,4,4,2,2,4,1,1,4,1,4,4,4,1,2,2,2,1,3,2,2,4,2,4,4
2072,1,3,1,3,2,2,3,2,3,0,7,4,7,5,4,8,4,5,2,8,3,4,4,2,2,4,1,1,4,1,4,4,4,1,2,2,2,1,3,2,2,4,2,4,4
2073,1,3,1,3,2,2,3,2,3,0,7,4,7,5,4,8,4,5,2,8,3,4,4,2,2,4,1,1,4,1,4,4,4,1,2,2,2,1,3,2,2,4,2,4,4
2074,1,3,1,3,2,2,3,2,3,0,7,4,7,5,4,8,4,5,2,8,3,4,4,2,2,4,1,1,4,1,4,4,4,1,2,2,2,1,3,2,2,4,2,4,4
2075,1,3,1,3,2,2,3,2,3,0,7,4,7,5,4,8,4,5,2,8,3,4,4,2,2,4,1,1,4,1,4,4,4,1,2,2,2,1,3,2,2,4,2,4,4
2076,1,3,1,3,2,2,3,2,3,0,7,4,7,5,4,8,4,5,2,8,3,4,4,2,2,4,1,1,4,1,4,4,4,1,2,2,2,1,3,2,2,4,2,4,4
2077,1,3,1,3,2,2,3,2,3,0,7,4,7,5,4,8,4,5,2,8,3,4,4,2,2,4,1,1,4,1,4,4,4,1,2,2,2,1,3,2,2,4,2,4,4
2078,1,3,1,3,2,2,3,2,3,0,7,4,7,5,4,8,4,5,2,8,3,4,4,2,2,4,1,1,4,1,4,4,4,1,2,2,2,1,3,2,2,4,2,4,4
2079,1,3,1,3,2,2,3,2,3,0,7,4,7,5,4,8,4,5,2,8,3,4,4,2,2,4,1,1,4,1,4,4,4,1,2,2,2,1,3,2,2,4,2,4,4
2080,1,3,1,3,2,2,3,2,3,0,7,4,7,5,4,8,4,5,2,8,3,4,4,2,2,4,1,1,4,1,4,4,4,1,2,2,2,1,3,2,2,4,2,4,4
2081,1,2,0,1,2,0,1,2,1,2,5,4,6,5,4,7,5,4,4,4,1,2,1,4,1,4,2,1,1,1,1,4,2,4,4,1,2,1,1,1,2,1,1,1,4
2082,1,2,0,1,2,0,1,2,1,2,5,4,6,5,4,7,5,4,4,4,1,2,1,4,1,4,2,1,1,1,1,4,2,4,4,1,2,1,1,1,2,1,1,1,4
2083,1,2,0,1,2,0,1,2,1,2,5,4,6,5,4,7,5,4,4,4,1,2,1,4,1,4,2,1,1,1,1,4,2,4,4,1,2,1,1,1,2,1,1,1,4
2084,1,2,0,1,2,0,1,2,1,2,5,4,6,5,4,7,5,4,4,4,1,2,1,4,1,4,2,1,1,1,1,4,2,4,4,1,2,1,1,1,2,1,1,1,4
2085,1,2,0,1,2,0,1,2,1,2,5,4,6,5,4,7,5,4,4,4,1,2,1,4,1,4,2,1,1,1,1,4,2,4,4,1,2,1,1,1,2,1,1,1,4
2086,1,2,0,1,2,0,1,2,1,2,5,4,6,5,4,7,5,4,4,4,1,2,1,4,1,4,2,1,1,1,1,4,2,4,4,1,2,1,1,1,2,1,1,1,4
2087,1,2,0,1,2,0,1,2,1,2,5,4,6,5,4,7,5,4,4,4,1,2,1,4,1,4,2,1,1,1,1,4,2,4,4,1,2,1,1,1,2,1,1,1,4
2088,1,2,0,1,2,0,1,2,1,2,5,4,6,5,4,7,5,4,4,4,1,2,1,4,1,4,2,1,1,1,1,4,2,4,4,1,2,1,1,1,2,1,1,1,4
2089,1,2,0,1,2,0,1,2,1,2,5,4,6,5,4,7,5,4,4,4,1,2,1,4,1,4,2,1,1,1,1,4,2,4,4,1,2,1,1,1,2,1,1,1,4
2090,1,2,0,1,2,0,1,2,1,2,5,4,6,5,4,7,5,4,4,4,1,2,1,4,1,4,2,1,1,1,1,4,2,4,4,1,2,1,1,1,2,1,1,1,4
2091,1,2,0,1,2,0,1,2,1,2,5,4,6,5,4,7,5,4,4,4,1,2,1,4,1,4,2,1,1,1,1,4,2,4,4,1,2,1,1,1,2,1,1,1,4
2092,1,2,0,1,2,0,1,2,1,2,5,4,6,5,4,7,5,4,4,4,1,2,1,4,1,4,2,1,1,1,1,4,2,4,4,1,2,1,1,1,2,1,1,1,4
2093,1,2,0,1,2,0,1,2,1,2,5,4,6,5,4,7,5,4,4,4,1,2,1,4,1,4,2,1,1,1,1,4,2,4,4,1,2,1,1,1,2,1,1,1,4
2094,1,2,0,1,2,0,1,2,1,2,5,4,6,5,4,7,5,4,4,4,1,2,1,4,1,4,2,1,1,1,1,4,2,4,4,1,2,1,1,1,2,1,1,1,4
2095,1,2,0,1,2,0,1,2,1,2,5,4,6,5,4,7,5,4,4,4,1,2,1,4,1,4,2,1,1,1,1,4,2,4,4,1,2,1,1,1,2,1,1,1,4
2096,1,2,0,1,2,0,1,2,1,2,5,4,6,5,4,7,5,4,4,4,1,2,1,4,1,4,2,1,1,1,1,4,2,4,4,1,2,1,1,1,2,1,1,1,4
2097,1,2,0,1,2,0,1,2,1,2,5,4,6,5,4,7,5,4,4,4,1,2,1,4,1,4,2,1,1,1,1,4,2,4,4,1,2,1,1,1,2,1,1,1,4
2098,1,2,0,1,2,0,1,2,1,2,5,4,6,5,4,7,5,4,4,4,1,2,1,4,1,4,2,1,1,1,1,4,2,4,4,1,2,1,1,1,2,1,1,1,4
2099,1,2,0,1,2,0,1,2,1,2,5,4,6,5,4,7,5,4,4,4,1,2,1,4,1,4,2,1,1,1,1,4,2,4,4,1,2,1,1,1,2,1,1,1,4
2100,1,2,0,1,2,0,1,2,1,2,5,4,6,5,4,7,5,4,4,4,1,2,1,4,1,4,2,1,1,1,1,4,2,4,4,1,2,1,1,1,2,1,1,1,4
2101,1,2,0,1,2,0,1,2,1,2,5,4,6,5,4,7,5,4,4,4,1,2,1,4,1,4,2,1,1,1,1,4,2,4,4,1,2,1,1,1,2,1,1,1,4
2102,1,1,2,2,1,3,1,1,1,1,8,4,3,3,7,2,5,4,8,6,4,4,1,1,4,1,1,3,1,4,1,3,1,3,1,1,1,4,4,1,1,1,1,4,2
2103,1,1,2,2,1,3,1,1,1,1,8,4,3,3,7,2,5,4,8,6,4,4,1,1,4,1,1,3,1,4,1,3,1,3,1,1,1,4,4,1,1,1,1,4,2
2104,1,1,2,2,1,3,1,1,1,1,8,4,3,3,7,2,5,4,8,6,4,4,1,1,4,1,1,3,1,4,1,3,1,3,1,1,1,4,4,1,1,1,1,4,2
2105,1,1,2,2,1,3,1,1,1,1,8,4,3,3,7,2,5,4,8,6,4,4,1,1,4,1,1,3,1,4,1,3,1,3,1,1,1,4,4,1,1,1,1,4,2
2106,1,1,2,2,1,3,1,1,1,1,8,4,3,3,7,2,5,4,8,6,4,4,1,1,4,1,1,3,1,4,1,3,1,3,1,1,1,4,4,1,1,1,1,4,2
2107,1,1,2,2,1,3,1,1,1,1,8,4,3,3,7,2,5,4,8,6,4,4,1,1,4,1,1,3,1,4,1,3,1,3,1,1,1,4,4,1,1,1,1,4,2
2108,1,1,2,2,1,3,1,1,1,1,8,4,3,3,7,2,5,4,8,6,4,4,1,1,4,1,1,3,1,4,1,3,1,3,1,1,1,4,4,1,1,1,1,4,2
2109,1,1,2,2,1,3,1,1,1,1,8,4,3,3,7,2,5,4,8,6,4,4,1,1,4,1,1,3,1,4,1,3,1,3,1,1,1,4,4,1,1,1,1,4,2
2110,1,1,2,2,1,3,1,1,1,1,8,4,3,3,7,2,5,4,8,6,4,4,1,1,4,1,1,3,1,4,1,3,1,3,1,1,1,4,4,1,1,1,1,4,2
2111,1,1,2,2,1,3,1,1,1,1,8,4,3,3,7,2,5,4,8,6,4,4,1,1,4,1,1,3,1,4,1,3,1,3,1,1,1,4,4,1,1,1,1,4,2
2112,1,1,2,2,1,3,1,1,1,1,8,4,3,3,7,2,5,4,8,6,4,4,1,1,4,1,1,3,1,4,1,3,1,3,1,1,1,4,4,1,1,1,1,4,2
2113,1,1,2,2,1,3,1,1,1,1,8,4,3,3,7,2,5,4,8,6,4,4,1,1,4,1,1,3,1,4,1,3,1,3,1,1,1,4,4,1,1,1,1,4,2
2114,1,1,2,2,1,3,1,1,1,1,8,4,3,3,7,2,5,4,8,6,4,4,1,1,4,1,1,3,1,4,1,3,1,3,1,1,1,4,4,1,1,1,1,4,2
2115,1,1,2,2,1,3,1,1,1,1,8,4,3,3,7,2,5,4,8,6,4,4,1,1,4,1,1,3,1,4,1,3,1,3,1,1,1,4,4,1,1,1,1,4,2
2116,1,1,2,2,1,3,1,1,1,1,8,4,3,3,7,2,5,4,8,6,4,4,1,1,4,1,1,3,1,4,1,3,1,3,1,1,1,4,4,1,1,1,1,4,2
2117,1,1,2,2,1,3,1,1,1,1,8,4,3,3,7,2,5,4,8,6,4,4,1,1,4,1,1,3,1,4,1,3,1,3,1,1,1,4,4,1,1,1,1,4,2
2118,1,1,2,2,1,3,1,1,1,1,8,4,3,3,7,2,5,4,8,6,4,4,1,1,4,1,1,3,1,4,1,3,1,3,1,1,1,4,4,1,1,1,1,4,2
2119,1,1,2,2,1,3,1,1,1,1,8,4,3,3,7,2,5,4,8,6,4,4,1,1,4,1,1,3,1,4,1,3,1,3,1,1,1,4,4,1,1,1,1,4,2
2120,1,1,2,2,1,3,1,1,1,1,8,4,3,3,7,2,5,4,8,6,4,4,1,1,4,1,1,3,1,4,1,3,1,3,1,1,1,4,4,1,1,1,1,4,2
2121,1,1,2,2,1,3,1,1,1,1,8,4,3,3,7,2,5,4,8,6,4,4,1,1,4,1,1,3,1,4,1,3,1,3,1,1,1,4,4,1,1,1,1,4,2
2122,3,1,1,1,2,2,1,1,2,2,3,6,4,7,5,5,6,7,3,4,4,2,4,2,1,1,3,4,1,1,1,4,4,2,1,1,4,4,2,1,1,4,1,3,1
2123,3,1,1,1,2,2,1,1,2,2,3,6,4,7,5,5,6,7,3,4,4,2,4,2,1,1,3,4,1,1,1,4,4,2,1,1,4,4,2,1,1,4,1,3,1
2124,3,1,1,1,2,2,1,1,2,2,3,6,4,7,5,5,6,7,3,4,4,2,4,2,1,1,3,4,1,1,1,4,4,2,1,1,4,4,2,1,1,4,1,3,1
2125,3,1,1,1,2,2,1,1,2,2,3,6,4,7,5,5,6,7,3,4,4,2,4,2,1,1,3,4,1,1,1,4,4,2,1,1,4,4,2,1,1,4,1,3,1
2126,3,1,1,1,2,2,1,1,2,2,3,6,4,7,5,5,6,7,3,4,4,2,4,2,1,1,3,4,1,1,1,4,4,2,1,1,4,4,2,1,1,4,1,3,1
2127,3,1,1,1,2,2,1,1,2,2,3,6,4,7,5,5,6,7,3,4,4,2,4,2,1,1,3,4,1,1,1,4,4,2,1,1,4,4,2,1,1,4,1,3,1
2128,3,1,1,1,2,2,1,1,2,2,3,6,4,7,5,5,6,7,3,4,4,2,4,2,1,1,3,4,1,1,1,4,4,2,1,1,4,4,2,1,1,4,1,3,1
2129,3,1,1,1,2,2,1,1,2,2,3,6,4,7,5,5,6,7,3,4,4,2,4,2,1,1,3,4,1,1,1,4,4,2,1,1,4,4,2,1,1,4,1,3,1
2130,3,1,1,1,2,2,1,1,2,2,3,6,4,7,5,5,6,7,3,4,4,2,4,2,1,1,3,4,1,1,1,4,4,2,1,1,4,4,2,1,1,4,1,3,1
2131,3,1,1,1,2,2,1,1,2,2,3,6,4,7,5,5,6,7,3,4,4,2,4,2,1,1,3,4,1,1,1,4,4,2,1,1,4,4,2,1,1,4,1,3,1
2132,3,1,1,1,2,2,1,1,2,2,3,6,4,7,5,5,6,7,3,4,4,2,4,2,1,1,3,4,1,1,1,4,4,2,1,1,4,4,2,1,1,4,1,3,1
2133,3,1,1,1,2,2,1,1,2,2,3,6,4,7,5,5,6,7,3,4,4,2,4,2,1,1,3,4,1,1,1,4,4,2,1,1,4,4,2,1,1,4,1,3,1
2134,3,1,1,1,2,2,1,1,2,2,3,6,4,7,5,5,6,7,3,4,4,2,4,2,1,1,3,4,1,1,1,4,4,2,1,1,4,4,2,1,1,4,1,3,1
2135,3,1,1,1,2,2,1,1,2,2,3,6,4,7,5,5,6,7,3,4,4,2,4,2,1,1,3,4,1,1,1,4,4,2,1,1,4,4,2,1,1,4,1,3,1
2136,3,1,1,1,2,2,1,1,2,2,3,6,4,7,5,5,6,7,3,4,4,2,4,2,1,1,3,4,1,1,1,4,4,2,1,1,4,4,2,1,1,4,1,3,1
2137,3,1,1,1,2,2,1,1,2,2,3,6,4,7,5,5,6,7,3,4,4,2,4,2,1,1,3,4,1,1,1,4,4,2,1,1,4,4,2,1,1,4,1,3,1
2138,3,1,1,1,2,2,1,1,2,2,3,6,4,7,5,5,6,7,3,4,4,2,4,2,1,1,3,4,1,1,1,4,4,2,1,1,4,4,2,1,1,4,1,3,1
2139,3,1,1,1,2,2,1,1,2,2,3,6,4,7,5,5,6,7,3,4,4,2,4,2,1,1,3,4,1,1,1,4,4,2,1,1,4,4,2,1,1,4,1,3,1
2140,3,1,1,1,2,2,1,1,2,2,3,6,4,7,5,5,6,7,3,4,4,2,4,2,1,1,3,4,1,1,1,4,4,2,1,1,4,4,2,1,1,4,1,3,1
2141,1,2,4,2,1,2,3,2,1,2,10,4,1,3,7,6,5,3,4,7,3,4,4,1,1,4,1,1,1,4,1,1,4,3,4,4,1,3,1,2,3,2,4,4,4
2142,1,2,4,2,1,2,3,2,1,2,10,4,1,3,7,6,5,3,4,7,3,4,4,1,1,4,1,1,1,4,1,1,4,3,4,4,1,3,1,2,3,2,4,4,4
2143,1,2,4,2,1,2,3,2,1,2,10,4,1,3,7,6,5,3,4,7,3,4,4,1,1,4,1,1,1,4,1,1,4,3,4,4,1,3,1,2,3,2,4,4,4
2144,1,2,4,2,1,2,3,2,1,2,10,4,1,3,7,6,5,3,4,7,3,4,4,1,1,4,1,1,1,4,1,1,4,3,4,4,1,3,1,2,3,2,4,4,4
2145,1,2,4,2,1,2,3,2,1,2,10,4,1,3,7,6,5,3,4,7,3,4,4,1,1,4,1,1,1,4,1,1,4,3,4,4,1,3,1,2,3,2,4,4,4
2146,1,2,4,2,1,2,3,2,1,2,10,4,1,3,7,6,5,3,4,7,3,4,4,1,1,4,1,1,1,4,1,1,4,3,4,4,1,3,1,2,3,2,4,4,4
2147,1,2,4,2,1,2,3,2,1,2,10,4,1,3,7,6,5,3,4,7,3,4,4,1,1,4,1,1,1,4,1,1,4,3,4,4,1,3,1,2,3,2,4,4,4
2148,1,2,4,2,1,2,3,2,1,2,10,4,1,3,7,6,5,3,4,7,3,4,4,1,1,4,1,1,1,4,1,1,4,3,4,4,1,3,1,2,3,2,4,4,4
2149,1,2,4,2,1,2,3,2,1,2,10,4,1,3,7,6,5,3,4,7,3,4,4,1,1,4,1,1,1,4,1,1,4,3,4,4,1,3,1,2,3,2,4,4,4
2150,1,2,4,2,1,2,3,2,1,2,10,4,1,3,7,6,5,3,4,7,3,4,4,1,1,4,1,1,1,4,1,1,4,3,4,4,1,3,1,2,3,2,4,4,4
2151,1,2,4,2,1,2,3,2,1,2,10,4,1,3,7,6,5,3,4,7,3,4,4,1,1,4,1,1,1,4,1,1,4,3,4,4,1,3,1,2,3,2,4,4,4
2152,1,2,4,2,1,2,3,2,1,2,10,4,1,3,7,6,5,3,4,7,3,4,4,1,1,4,1,1,1,4,1,1,4,3,4,4,1,3,1,2,3,2,4,4,4
2153,1,2,4,2,1,2,3,2,1,2,10,4,1,3,7,6,5,3,4,7,3,4,4,1,1,4,1,1,1,4,1,1,4,3,4,4,1,3,1,2,3,2,4,4,4
2154,1,2,4,2,1,2,3,2,1,2,10,4,1,3,7,6,5,3,4,7,3,4,4,1,1,4,1,1,1,4,1,1,4,3,4,4,1,3,1,2,3,2,4,4,4
2155,1,2,4,2,1,2,3,2,1,2,10,4,1,3,7,6,5,3,4,7,3,4,4,1,1,4,1,1,1,4,1,1,4,3,4,4,1,3,1,2,3,2,4,4,4
2156,1,2,4,2,1,2,3,2,1,2,10,4,1,3,7,6,5,3,4,7,3,4,4,1,1,4,1,1,1,4,1,1,4,3,4,4,1,3,1,2,3,2,4,4,4
2157,1,2,4,2,1,2,3,2,1,2,10,4,1,3,7,6,5,3,4,7,3,4,4,1,1,4,1,1,1,4,1,1,4,3,4,4,1,3,1,2,3,2,4,4,4
2158,1,1,3,3,2,3,0,3,2,2,9,4,3,4,5,3,7,2,6,7,2,4,4,1,1,4,4,2,1,4,4,3,4,3,1,4,3,4,4,1,2,1,2,1,1
2159,1,1,3,3,2,3,0,3,2,2,9,4,3,4,5,3,7,2,6,7,2,4,4,1,1,4,4,2,1,4,4,3,4,3,1,4,3,4,4,1,2,1,2,1,1
2160,1,1,3,3,2,3,0,3,2,2,9,4,3,4,5,3,7,2,6,7,2,4,4,1,1,4,4,2,1,4,4,3,4,3,1,4,3,4,4,1,2,1,2,1,1
2161,1,1,3,3,2,3,0,3,2,2,9,4,3,4,5,3,7,2,6,7,2,4,4,1,1,4,4,2,1,4,4,3,4,3,1,4,3,4,4,1,2,1,2,1,1
2162,1,1,3,3,2,3,0,3,2,2,9,4,3,4,5,3,7,2,6,7,2,4,4,1,1,4,4,2,1,4,4,3,4,3,1,4,3,4,4,1,2,1,2,1,1
2163,1,1,3,3,2,3,0,3,2,2,9,4,3,4,5,3,7,2,6,7,2,4,4,1,1,4,4,2,1,4,4,3,4,3,1,4,3,4,4,1,2,1,2,1,1
2164,1,1,3,3,2,3,0,3,2,2,9,4,3,4,5,3,7,2,6,7,2,4,4,1,1,4,4,2,1,4,4,3,4,3,1,4,3,4,4,1,2,1,2,1,1
2165,1,1,3,3,2,3,0,3,2,2,9,4,3,4,5,3,7,2,6,7,2,4,4,1,1,4,4,2,1,4,4,3,4,3,1,4,3,4,4,1,2,1,2,1,1
2166,1,1,3,3,2,3,0,3,2,2,9,4,3,4,5,3,7,2,6,7,2,4,4,1,1,4,4,2,1,4,4,3,4,3,1,4,3,4,4,1,2,1,2,1,1
2167,1,1,3,3,2,3,0,3,2,2,9,4,3,4,5,3,7,2,6,7,2,4,4,1,1,4,4,2,1,4,4,3,4,3,1,4,3,4,4,1,2,1,2,1,1
2168,1,1,3,3,2,3,0,3,2,2,9,4,3,4,5,3,7,2,6,7,2,4,4,1,1,4,4,2,1,4,4,3,4,3,1,4,3,4,4,1,2,1,2,1,1
2169,1,1,3,3,2,3,0,3,2,2,9,4,3,4,5,3,7,2,6,7,2,4,4,1,1,4,4,2,1,4,4,3,4,3,1,4,3,4,4,1,2,1,2,1,1
2170,1,1,3,3,2,3,0,3,2,2,9,4,3,4,5,3,7,2,6,7,2,4,4,1,1,4,4,2,1,4,4,3,4,3,1,4,3,4,4,1,2,1,2,1,1
2171,1,1,3,3,2,3,0,3,2,2,9,4,3,4,5,3,7,2,6,7,2,4,4,1,1,4,4,2,1,4,4,3,4,3,1,4,3,4,4,1,2,1,2,1,1
2172,1,1,3,3,2,3,0,3,2,2,9,4,3,4,5,3,7,2,6,7,2,4,4,1,1,4,4,2,1,4,4,3,4,3,1,4,3,4,4,1,2,1,2,1,1
2173,1,1,3,3,2,3,0,3,2,2,9,4,3,4,5,3,7,2,6,7,2,4,4,1,1,4,4,2,1,4,4,3,4,3,1,4,3,4,4,1,2,1,2,1,1
2174,1,1,3,3,2,3,0,3,2,2,9,4,3,4,5,3,7,2,6,7,2,4,4,1,1,4,4,2,1,4,4,3,4,3,1,4,3,4,4,1,2,1,2,1,1
2175,2,1,3,2,2,1,2,1,4,2,4,6,4,7,6,8,4,8,2,5,1,2,1,2,3,4,2,4,4,4,2,4,4,2,1,4,2,4,3,2,4,1,1,4,2
2176,2,1,3,2,2,1,2,1,4,2,4,6,4,7,6,8,4,8,2,5,1,2,1,2,3,4,2,4,4,4,2,4,4,2,1,4,2,4,3,2,4,1,1,4,2
